"short_name","website","asn","peering_policy","ipv4_address","ipv6_address","mac_addresses","site_name","port_ref","port_type_desc","port_speed","service_type","multicast","network","membership_type"
"Coreix Ltd.","http://www.coreix.net","31708","Open","195.66.225.58","2001:7f8:4::7bdc:1","6464.9bdf.e1ec","Telehouse East","edge1-the xe-3/2/2","10G","10000","Regular","No","London Juniper","full"
"CORETX Connect Limited","http://www.coretx.com/","25577","Selective","195.66.224.201","2001:7f8:4::63e9:1","4c96.14f7.f7c1","Telehouse East","edge1-the xe-3/0/1","10G","10000","Regular","No","London Juniper","full"
"CORETX Connect Limited","http://www.coretx.com/","25577","Selective","195.66.244.1","2001:7f8:4:2::63e9:1","3c8a.b033.77f0","Telecity Manchester 1 (Williams House)","edge3-tcw.man1 0/1","1000","1000","Regular","No","IXManchester","full"
"CORETX Connect Limited","http://www.coretx.com/","25577","Selective","195.66.236.201","2001:7f8:4:1::63e9:1","4c96.14f8.1000","Digital Realty Sovereign House","switch67 2/10","10G","10000","Regular","No","London Extreme","full"
"CORETX Connect Limited","http://www.coretx.com/","25577","Selective","195.66.224.201","2001:7f8:4::63e9:1","4c96.14f7.f7c1","Telehouse East","edge1-the xe-4/0/3","10G","10000","Regular","No","London Juniper","full"
"County Broadband Ltd","http://www.countybroadband.co.uk","51263","Open","195.66.238.174","2001:7f8:4:1::c83f:1","4c5e.0c13.df8d","Telehouse North","switch31 0/8","1000","1000","Regular","No","London Extreme","full"
"County Broadband Ltd","http://www.countybroadband.co.uk","51263","Open","195.66.226.174","2001:7f8:4::c83f:1","4c5e.0c13.df8e","Telehouse North","edge4-thn ge-8/0/5","1000","1000","Regular","No","London Juniper","full"
"Criteo","http://www.criteo.com","44788","Selective","195.66.225.182","2001:7f8:4::aef4:1","e4c7.2276.a923","Telehouse North","edge3-thn xe-5/0/1","10G","10000","Regular","No","London Juniper","full"
"Crosspoint Colocation Ltd","http://www.crosspointcolo.com","42040","Open","195.66.224.97","2001:7f8:4::a438:1","e05f.b9e1.bcc0","Equinix LD4/LD5 (Slough)","edge1-eq4 ge-5/2/7","1000","1000","Regular","No","London Juniper","full"
"CSD Ltd","http://www.csd.co","203851","Open","195.66.238.253","","8071.1fb8.ada6","Telehouse East","switch35 23","1000","1000","Regular","No","London Extreme","full"
"CSD Ltd","http://www.csd.co","203851","Open","195.66.226.253","2001:7f8:4::3:1c4b:1","8071.1fb8.ada5","Telehouse East","edge2-the ge-7/0/4","1000","1000","Regular","No","London Juniper","full"
"CSG Computer Services Ltd","http://www.csgrp.co.uk/","No IP","No data","","","2c76.8a5a.44ce","BT Stadium House (Cardiff)","edge2-bts.car1 VLAN: 936","ConneXions","100","ConneXions","No","IXCardiff","full"
"Currenex Ltd","http://www.currenex.com","17088","Open","195.66.225.170","","5c5e.ab05.4761","Equinix LD4/LD5 (Slough)","edge1-eq4 ge-5/0/3","1000","1000","Regular","No","London Juniper","full"
"Currenex Ltd","http://www.currenex.com","17088","Open","195.66.237.170","","5c5e.ab05.ad61","Equinix LD4/LD5 (Slough)","switch51 2","1000","1000","Regular","No","London Extreme","full"
"Custodian DC Ltd","http://www.custodiandc.com","No IP (Reseller Port)","No data","","","","Telehouse North","edge1-thn xe-4/1/3","10G","10000","Reseller","No","London Juniper","<a href="/join/connexions/index.html">ConneXions</a>,full"
"Custodian DC Ltd","http://www.custodiandc.com","50300","Selective","195.66.224.139","2001:7f8:4::c47c:1","0007.7d75.a980","Telehouse North","edge4-thn xe-4/0/1","10G","10000","Regular","No","London Juniper","<a href="/join/connexions/index.html">ConneXions</a>,full"
"Cyberlink AG","http://www.cyberlink.ch/en/","15623","Open","195.66.227.79","2001:7f8:4::3d07:1","cc4e.249c.3d00","Telehouse North","edge2-thn VLAN: 2045","ConneXions","1000","ConneXions","No","London Juniper","full"
"CYTA Cyprus Telecommunications Authority","http://www.cyta.com.cy","6866","Selective","195.66.226.205","2001:7f8:4::1ad2:1","e4d3.f14e.4231","Telecity Harbour exchange 8 - 9","edge1-tch xe-3/0/3","10G","10000","Regular","No","London Juniper","full"
"Dailymotion","http://www.dailymotion.com","41690","Selective","195.66.224.17","2001:7f8:4::a2da:1","30b6.4fd8.a279","Telehouse West","edge5-thw et-2/1/5","100G","100000","Regular","No","London Juniper","full"
"Daisy Communications Ltd","http://www.daisyplc.com","5413","Selective","195.66.236.29","2001:7f8:4:1::1525:1","e0ac.f140.59e9","Telecity Harbour exchange 8 - 9","switch64 3/5","10G","10000","Regular","No","London Extreme","full"
"Daisy Communications Ltd","http://www.daisyplc.com","5413","Selective","195.66.224.29","2001:7f8:4::1525:1","e0ac.f13a.ca13","Telehouse North","edge2-thn xe-5/0/0","10G","10000","Regular","No","London Juniper","full"
"Daisy Communications Ltd","http://www.daisyplc.com","5413","Selective","195.66.236.29","2001:7f8:4:1::1525:1","e0ac.f140.59e9","Telecity Harbour exchange 8 - 9","switch64 3/4","10G","10000","Regular","No","London Extreme","full"
"Daisy Communications Ltd","http://www.daisyplc.com","5413","Selective","195.66.239.35","2001:7f8:4:1::1525:2","00c1.6448.7bcb","Telehouse North","switch65 2/12","10G","10000","Regular","No","London Extreme","full"
"Daisy Communications Ltd","http://www.daisyplc.com","5413","Selective","195.66.227.35","2001:7f8:4::1525:2","00c1.6446.fd69","Telecity Harbour exchange 8 - 9","edge1-tch xe-7/1/7","10G","10000","Regular","No","London Juniper","full"
"Daisy Communications Ltd","http://www.daisyplc.com","5413","Selective","206.55.196.27","2001:504:31::1525:1","e0ac.f140.e6cb","EvoSwitch Manassas, VA","edge1-evm.nva1 VLAN: 2296","ConneXions","1000","ConneXions","No","LINX NoVA","full"
"Daisy Communications Ltd","http://www.daisyplc.com","5413","Selective","195.66.224.29","2001:7f8:4::1525:1","e0ac.f13a.ca13","Telehouse North","edge2-thn xe-2/2/1","10G","10000","Regular","No","London Juniper","full"
"Daisy Communications Ltd","http://www.daisyplc.com","5413","Selective","195.66.239.35","2001:7f8:4:1::1525:2","00c1.6448.7bcb","Telehouse North","switch65 4/15","10G","10000","Regular","No","London Extreme","full"
"Daisy Communications Ltd","http://www.daisyplc.com","5413","Selective","195.66.227.35","2001:7f8:4::1525:2","00c1.6446.fd69","Telecity Harbour exchange 8 - 9","edge1-tch xe-7/3/3","10G","10000","Regular","No","London Juniper","full"
"DataCentred Ltd","http://www.datacentred.co.uk","62212","Open","195.66.244.3","2001:7f8:4:2::f304:1","dc38.e1ac.874b","Telecity Manchester 1 (Williams House)","edge3-tcw.man1 0/24","1000","1000","Regular","No","IXManchester","full"
"Datacentres Ltd T/A Redraw Internet","http://redrawinternet.com","31595","Open","195.66.226.143","2001:7f8:4::7b6b:1","7819.f730.57c1","Telehouse North","edge4-thn ge-7/1/0","1000","1000","Regular","No","London Juniper","full"
"Datacentres Ltd T/A Redraw Internet","http://redrawinternet.com","31595","Open","195.66.238.143","2001:7f8:4:1::7b6b:1","b0a8.6e21.c7c1","Digital Realty Sovereign House","switch26 12","1000","1000","Regular","No","London Extreme","full"
"Datacentres Ltd T/A Redraw Internet","http://redrawinternet.com","31595","Open","195.66.228.25","","fcaa.147e.034b","BT Stadium House (Cardiff)","edge2-bts.car1 VLAN: 963","ConneXions","100","ConneXions","No","IXCardiff","full"
"Dataline LLC","http://www.dataline.ua","35297","Open","195.66.226.1","2001:7f8:4::89e1:1","6487.885f.2880","Telecity Harbour exchange 8 - 9","edge1-tch VLAN: 776","ConneXions","1000","ConneXions","No","London Juniper","full"
"Datanet co uk Ltd.","http://www.datanet.co.uk","20799","Open","195.66.236.41","2001:7f8:4:1::513f:1","80ac.ac07.6ff0","Telehouse North","switch31 0/31","1000","1000","Regular","No","London Extreme","full"
"Datanet co uk Ltd.","http://www.datanet.co.uk","20799","Open","195.66.224.41","2001:7f8:4::513f:1","80ac.ac0b.eff0","Telecity Harbour exchange 8 - 9","edge1-tch ge-4/2/8","1000","1000","Regular","No","London Juniper","full"
"Datapipe","http://www.datapipe.com","14492","Open","195.66.237.1","2001:7f8:4:1::389c:1","e4c7.222a.40da","Telehouse East","switch35 14","1000","1000","Regular","No","London Extreme","full"
"Datapipe","http://www.datapipe.com","14492","Open","195.66.225.1","2001:7f8:4::389c:1","00a7.4255.b1ad","Telehouse East","edge1-the xe-4/3/3","10G","10000","Regular","No","London Juniper","full"
"Datatech UK Ltd","http://www.datatechuk.com","47622","Open","195.66.225.61","2001:7f8:4::ba06:1","3c61.0426.7b3a","Telehouse North","edge2-thn VLAN: 1848","ConneXions","1000","ConneXions","No","London Juniper","full"
"Datatech UK Ltd","http://www.datatechuk.com","47622","Open","195.66.244.61","2001:7f8:4:2::ba06:1","8071.1ff0.b33a","Telecity Manchester 1 (Williams House)","edge3-tcw.man1 0/22","1000","1000","Regular","No","IXManchester","full"
"Deeplake Wales Limited","http://deeplake.co.uk/","201445","No data","195.66.228.7","","fcaa.147d.34d1","BT Stadium House (Cardiff)","edge2-bts.car1 VLAN: 941","ConneXions","100","ConneXions","No","IXCardiff","full"
"Defaultroute Limited","http://www.defaultroute.co.uk","61081","Open","195.66.244.94","2001:7f8:4:2::ee99:1","68ef.bd72.291b","Telecity Manchester 1 (Williams House)","edge1-tcw.man1 VLAN: 603","ConneXions","1000","ConneXions","No","IXManchester","full"
"Defaultroute Limited","http://www.defaultroute.co.uk","61081","Open","195.66.226.131","2001:7f8:4::ee99:1","0014.f68b.943e","Telehouse North","edge1-thn ge-7/2/3","1000","1000","Regular","No","London Juniper","full"
"Delta Telecom","http://www.delta-telecom.net","29049","Selective","195.66.225.235","2001:7f8:4::7179:1","3c94.d501.37c1","Telehouse North","edge4-thn xe-2/0/1","10G","10000","Regular","No","London Juniper","full"
"Delta Telecom","http://www.delta-telecom.net","29049","Selective","195.66.225.235","2001:7f8:4::7179:1","3c94.d501.37c1","Telehouse North","edge4-thn xe-4/1/1","10G","10000","Regular","No","London Juniper","full"
"DevCapsule Ltd","https://chattr.uk","9178","Open","195.66.227.51","","1418.7750.60a9","Telehouse North","edge3-thn VLAN: 205","ConneXions","1000","ConneXions","No","London Juniper","full"
"DevCapsule Ltd","https://chattr.uk","9178","Open","195.66.244.92","2001:7f8:4:2::23da:1","1418.7750.60aa","M247 Manchester","edge1-m2i.man1 0/26","1000","1000","Regular","No","IXManchester","full"
"Dexterity Networks Ltd","http://www.dx.net","12658","Selective","195.66.225.154","2001:7f8:4::3172:1","8843.e1a2.8c40","Telehouse North","edge3-thn ge-7/3/6","1000","1000","Regular","No","London Juniper","full"
"Dexterity Networks Ltd","http://www.dx.net","12658","Selective","195.66.237.154","2001:7f8:4:1::3172:1","0024.9730.0a80","Telehouse North","switch31 0/19","1000","1000","Regular","No","London Extreme","full"
"Dhiraagu","http://www.dhiraagu.com.mv","7642","Open","195.66.226.75","2001:7f8:4::1dda:1","10f3.1110.9dcd","Telehouse East","edge2-the xe-3/2/0","10G","10000","Regular","No","London Juniper","full"
"Dial Telecom","http://www.dialtelecom.cz","29208","Selective","195.66.225.77","2001:7f8:4::7218:1","001f.6cda.1640","Telehouse North","edge1-thn ge-7/2/2","1000","1000","Regular","No","London Juniper","full"
"Dial Telecom","http://www.dialtelecom.cz","29208","Selective","195.66.225.77","2001:7f8:4::7218:1","001f.6cda.1640","Telehouse North","edge1-thn ge-7/3/8","1000","1000","Regular","No","London Juniper","full"
"Dial Telecom","http://www.dialtelecom.cz","29208","Selective","195.66.225.77","2001:7f8:4::7218:1","001f.6cda.1640","Telehouse North","edge1-thn ge-7/3/9","1000","1000","Regular","No","London Juniper","full"
"DID Logic Limited","https://didlogic.com/infrastructure","13006","Selective","195.66.226.65","","44d9.e79f.7d1c","Telehouse North","edge1-thn ge-7/0/3","1000","1000","Regular","No","London Juniper","full"
"DID Logic Limited","https://didlogic.com/infrastructure","13006","Selective","195.66.228.20","","f09f.c205.19b6","BT Stadium House (Cardiff)","edge1-bts.car1 11","1000","1000","Regular","No","IXCardiff","full"
"Digital Inclusion","","201278","No data","195.66.228.10","","fcaa.147d.2aad","BT Stadium House (Cardiff)","edge2-bts.car1 VLAN: 943","ConneXions","100","ConneXions","No","IXCardiff","full"
"Digital Network JSC","http://www.msm.ru","12695","Selective","195.66.227.34","","0025.4500.a840","Telecity Harbour exchange 8 - 9","edge1-tch VLAN: 993","ConneXions","100","ConneXions","No","London Juniper","full"
"Digital Profile Ltd.","http://www.digitalprofile.io","200748","No data","195.66.228.28","2001:7f8:4:4::3:102c:1","288a.1c79.9d39","BT Stadium House (Cardiff)","edge2-bts.car1 VLAN: 60","ConneXions","1000","ConneXions","No","IXCardiff","full"
"Digital Telecommunication Services","http://www.ivo.it","49605","Selective","195.66.224.213","2001:7f8:4::c1c5:1","0022.83dc.ac84","Telecity Harbour exchange 8 - 9","edge1-tch VLAN: 800","ConneXions","1000","ConneXions","No","London Juniper","full"
"DigitalOcean","https://www.digitalocean.com/","14061","Open","195.66.238.25","2001:7f8:4:1::36ed:1","f4cc.5585.efc1","Equinix LD4/LD5 (Slough)","switch52 3/3","10G","10000","Regular","No","London Extreme","full"
"DigitalOcean","https://www.digitalocean.com/","14061","Open","195.66.238.25","2001:7f8:4:1::36ed:1","f4cc.5585.efc1","Equinix LD4/LD5 (Slough)","switch52 3/48","10G","10000","Regular","No","London Extreme","full"
"DigitalOcean","https://www.digitalocean.com/","14061","Open","195.66.226.25","2001:7f8:4::36ed:1","f4cc.5585.d7c4","Equinix LD4/LD5 (Slough)","edge2-eq4 et-3/1/5","100G","100000","Regular","No","London Juniper","full"
"Djibouti Telecom","http://www.djiboutitelecom.dj/","30990","Open","195.66.226.162","2001:7f8:4::790e:1","d4d7.4868.e60e","Telehouse North","edge3-thn VLAN: 1519","ConneXions","10000","ConneXions","No","London Juniper","full"
"DNS Belgium","http://www.dnsbelgium.be/","199670","Selective","195.66.226.98","2001:7f8:4::3:bf6:1","38ea.a78f.ad99","Telehouse North","edge1-thn ge-8/3/6","1000","1000","Regular","No","London Juniper","associate"
"Docler Holding S.à r.l.","http://www.doclerholding.com","34655","Open","195.66.224.210","2001:7f8:4::875f:1","a80c.0d73.d0c3","Telehouse East","edge3-the xe-3/1/0","10G","10000","Regular","No","London Juniper","full"
"Docler Holding S.à r.l.","http://www.doclerholding.com","34655","Open","195.66.236.210","2001:7f8:4:1::875f:1","a80c.0d73.d0ad","Telehouse East","switch66 1/18","10G","10000","Regular","No","London Extreme","full"
"Dolphin Telecom","http://www.dolphintelecom.net/","37613","Selective","195.66.227.6","","00a7.4259.5512","Telehouse North","edge1-thn xe-5/1/0","10G","10000","Regular","No","London Juniper","full"
"Domicilium (IOM) Ltd.","http://www.domicilium.com","15766","Open","195.66.244.55","2001:7f8:4:2::3d96:1","a46c.2aa5.e902","Telecity Manchester 1 (Williams House)","edge1-tcw.man1 VLAN: 2185","ConneXions","250","ConneXions","No","IXManchester","full"
"Domicilium (IOM) Ltd.","http://www.domicilium.com","15766","Open","195.66.236.221","2001:7f8:4:1::3d96:1","a46c.2aa5.f300","Telehouse North","switch33 24","1000","1000","Regular","No","London Extreme","full"
"Domicilium (IOM) Ltd.","http://www.domicilium.com","15766","Open","195.66.224.221","2001:7f8:4::3d96:1","188b.9d17.ff00","Telehouse North","edge4-thn ge-7/1/5","1000","1000","Regular","No","London Juniper","full"
"DOSarrest Internet Security","http://www.dosarrest.com","19324","Open","195.66.227.20","2001:7f8:4::4b7c:1","0024.dc98.1769","Telehouse North","edge1-thn xe-5/3/2","10G","10000","Regular","No","London Juniper","full"
"DRD Communications Ltd","http://www.drd.co.uk","34967","Open","195.66.225.153","2001:7f8:4::8897:1","44d3.caa1.f482","Telehouse North","edge3-thn ge-7/2/8","1000","1000","Regular","No","London Juniper","full"
"DRD Communications Ltd","http://www.drd.co.uk","34967","Open","195.66.237.153","2001:7f8:4:1::8897:1","44d3.caa1.f483","Telehouse North","switch31 0/32","1000","1000","Regular","No","London Extreme","full"
"Dreamscape Networks FZ-LLC","https://www.dreamscapenetworks.com/","38719","Open","195.66.227.56","2001:7f8:4::973f:2","7819.f7a4.5701","Telecity London 10 (Powergate)","edge1-tca ge-5/0/8","1000","1000","Regular","No","London Juniper","full"
"Dreamscape Networks FZ-LLC","https://www.dreamscapenetworks.com/","38719","Open","195.66.226.167","2001:7f8:4::973f:1","84b5.9cbf.9661","Telecity London 10 (Powergate)","edge1-tca ge-5/0/7","1000","1000","Regular","No","London Juniper","full"
"Dropbox Ireland","http://www.dropbox.com","19679","Open","195.66.238.182","2001:7f8:4:1::4cdf:2","5c45.27d0.660b","Digital Realty Sovereign House","switch67 2/22","10G","10000","Regular","No","London Extreme","full"
"Dropbox Ireland","http://www.dropbox.com","19679","Open","195.66.226.172","2001:7f8:4::4cdf:1","5c45.27d0.660a","Digital Realty Sovereign House","edge1-rbs xe-5/1/0","10G","10000","Regular","No","London Juniper","full"
"Dropbox Ireland","http://www.dropbox.com","19679","Open","195.66.238.182","2001:7f8:4:1::4cdf:2","5c45.27d0.660b","Digital Realty Sovereign House","switch67 2/12","10G","10000","Regular","No","London Extreme","full"
"Dropbox Ireland","http://www.dropbox.com","19679","Open","195.66.226.172","2001:7f8:4::4cdf:1","5c45.27d0.660a","Digital Realty Sovereign House","edge1-rbs xe-5/2/2","10G","10000","Regular","No","London Juniper","full"
"Dropbox Ireland","http://www.dropbox.com","19679","Open","195.66.226.172","2001:7f8:4::4cdf:1","5c45.27d0.660a","Digital Realty Sovereign House","edge1-rbs xe-8/0/0","10G","10000","Regular","No","London Juniper","full"
"Dropbox Ireland","http://www.dropbox.com","19679","Open","195.66.226.172","2001:7f8:4::4cdf:1","5c45.27d0.660a","Digital Realty Sovereign House","edge1-rbs xe-8/1/1","10G","10000","Regular","No","London Juniper","full"
"Dropbox Ireland","http://www.dropbox.com","19679","Open","195.66.226.172","2001:7f8:4::4cdf:1","5c45.27d0.660a","Digital Realty Sovereign House","edge1-rbs xe-8/0/3","10G","10000","Regular","No","London Juniper","full"
"Dropbox Ireland","http://www.dropbox.com","19679","Open","195.66.226.172","2001:7f8:4::4cdf:1","5c45.27d0.660a","Digital Realty Sovereign House","edge1-rbs xe-5/1/1","10G","10000","Regular","No","London Juniper","full"
"DVS Soft Ltd","","201300","No data","195.66.228.6","","fcaa.147e.0363","BT Stadium House (Cardiff)","edge2-bts.car1 VLAN: 926","ConneXions","100","ConneXions","No","IXCardiff","full"
"DXI Limited","http://www.dxi.eu","198554","Restrictive","195.66.227.65","","002c.c880.e710","Telehouse West","edge1-thw xe-9/2/1","10G","10000","Regular","No","London Juniper","full"
"DXI Limited","http://www.dxi.eu","198554","Restrictive","195.66.226.45","","001b.21ba.e40c","Telehouse North","edge1-thn ge-7/3/5","1000","1000","Regular","No","London Juniper","full"
"DXI Limited","http://www.dxi.eu","198554","Restrictive","195.66.238.45","","002c.c881.0310","Interxion LON1","switch57 1/33","10G","10000","Regular","No","London Extreme","full"
"E-via Spa","http://www.retelit.it","28716","Open","195.66.239.25","2001:7f8:4:1::702c:1","ac4e.914a.8a30","Telehouse East","switch35 31","1000","1000","Regular","No","London Extreme","full"
"E-via Spa","http://www.retelit.it","28716","Open","195.66.227.25","2001:7f8:4::702c:1","845b.126c.fc6f","Telehouse East","edge3-the xe-4/3/0","10G","10000","Regular","No","London Juniper","full"
"E4A s.r.l.","http://www.e4a.it","34695","Open","195.66.225.74","2001:7f8:4::8787:1","000c.4220.7fa6","Telehouse North","edge1-thn ge-8/0/4","1000","1000","Regular","No","London Juniper","full"
"Easynet Ltd","http://www.easynet.com","4589","Selective","195.66.236.43","2001:7f8:4:1::11ed:1","001b.d50a.3c10","Equinix LD4/LD5 (Slough)","switch52 3/4","10G","10000","Regular","No","London Extreme","full"
"Easynet Ltd","http://www.easynet.com","4589","Selective","195.66.224.43","2001:7f8:4::11ed:1","0019.2f57.7c02","Telehouse East","edge1-the xe-4/2/2","10G","10000","Regular","No","London Juniper","full"
"eBay","http://www.ebay.com","62955","Open","195.66.239.75","2001:7f8:4:1::f5eb:1","4071.83a1.e8f9","Equinix LD4/LD5 (Slough)","switch52 3/47","10G","10000","Regular","No","London Extreme","full"
"eBay","http://www.ebay.com","62955","Open","195.66.227.75","2001:7f8:4::f5eb:1","4071.83a1.f0f9","Equinix LD4/LD5 (Slough)","edge1-eq4 xe-4/0/0","10G","10000","Regular","No","London Juniper","full"
"eBay","http://www.ebay.com","62955","Open","206.55.196.33","2001:504:31::f5eb:1","3c94.d51f.d0f9","DFT Ashburn, VA","edge1-dft.nva1 xe-11/3/2","10G","10000","Regular","No","LINX NoVA","full"
"Ebonyhorizon Telecomunicacoes S.A","http://www.bitcanal.com","197426","Open","195.66.226.157","2001:7f8:4::3:332:1","001e.0bec.8132","Interxion LON2","edge1-in2 ge-4/1/8","1000","1000","Regular","No","London Juniper","<a href="/join/connexions/index.html">ConneXions</a>,full"
"Ecoband","http://www.ecoband.net/","327814","Open","195.66.239.83","","3822.d60d.6dbe","Telehouse West","switch48 4","1000","1000","Regular","No","London Extreme","full"
"Ecoband","http://www.ecoband.net/","327814","Open","195.66.227.83","","3822.d60d.6dbe","Telehouse West","edge1-thw ge-8/1/6","1000","1000","Regular","No","London Juniper","full"
"Ecritel","http://www.ecritel.net","8304","Open","195.66.226.189","2001:7f8:4::2070:1","70e4.2218.0dbb","Telehouse North","edge3-thn VLAN: 3511","ConneXions","1000","ConneXions","No","London Juniper","full"
"Edge Telecom Ltd","http://www.inweb.co.uk/","8851","Open","195.66.244.48","","288a.1ce4.f8a6","Telecity Manchester 1 (Williams House)","edge3-tcw.man1 0/34","1000","1000","Regular","No","IXManchester","full"
"Edge Telecom Ltd","http://www.inweb.co.uk/","8851","Open","195.66.236.93","","100e.7ecf.1bc1, 100e.7ecf.142a","Telecity Harbour exchange 8 - 9","switch64 5/8","10G","10000","Regular","No","London Extreme","full"
"Edge Telecom Ltd","http://www.inweb.co.uk/","8851","Open","195.66.224.93","","100e.7ecf.2bc8","Telehouse North","edge2-thn xe-9/1/0","10G","10000","Regular","No","London Juniper","full"
"EdgeCast Networks","http://www.edgecast.com","15133","Open","195.66.224.62","2001:7f8:4::3b1d:1","d404.ffd4.bf3e","Telehouse West","edge5-thw et-4/0/2","100G","100000","Regular","No","London Juniper","full"
"EdgeCast Networks","http://www.edgecast.com","15133","Open","195.66.236.62","2001:7f8:4:1::3b1d:1","d404.ffdc.83e8","Telehouse North","switch65 8/31","100G","100000","Regular","No","London Extreme","full"
"EdgeCast Networks","http://www.edgecast.com","15133","Open","195.66.224.62","2001:7f8:4::3b1d:1","d404.ffd4.bf3e","Telehouse West","edge5-thw et-9/1/2","100G","100000","Regular","No","London Juniper","full"
"EDPnet","http://www.edpnet.net","9031","Selective","195.66.225.12","","c062.6bb3.ebd3","Telehouse North","edge1-thn ge-8/2/6","1000","1000","Regular","No","London Juniper","full"
"EE Limited","www.http://ee.co.uk/","12576","Selective","195.66.225.252","2001:7f8:4::3120:2","46f4.7721.f02c","Equinix LD4/LD5 (Slough)","edge2-eq4 et-2/1/2","100G","100000","Regular","No","London Juniper","full"
"EE Limited","www.http://ee.co.uk/","12576","Selective","195.66.225.252","2001:7f8:4::3120:2","46f4.7721.f02c","Equinix LD4/LD5 (Slough)","edge2-eq4 et-4/0/2","100G","100000","Regular","No","London Juniper","full"
"EE Limited","www.http://ee.co.uk/","12576","Selective","195.66.225.253","2001:7f8:4::3120:1","0231.466d.0b2c","Telehouse West","edge5-thw et-3/0/5","100G","100000","Regular","No","London Juniper","full"
"EE Limited","www.http://ee.co.uk/","12576","Selective","195.66.225.253","2001:7f8:4::3120:1","0231.466d.0b2c","Telehouse West","edge5-thw et-3/1/5","100G","100000","Regular","No","London Juniper","full"
"efar","https://www.efar.co.uk","59395","Open","195.66.236.102","2001:7f8:4:1::e803:1","307c.5e2c.1bf7","Equinix LD4/LD5 (Slough)","switch52 3/38","10G","10000","Regular","No","London Extreme","full"
"efar","https://www.efar.co.uk","59395","Open","195.66.224.102","2001:7f8:4::e803:1","307c.5e27.0952","Telehouse North","edge4-thn xe-9/0/2","10G","10000","Regular","No","London Juniper","full"
"Eircom Group Plc","http://www.eircom.ie/","5466","Open","195.66.236.79","2001:7f8:4:1::155a:1","0ca4.02a4.4d5f","Telehouse West","switch47 34","10G","10000","Regular","No","London Extreme","full"
"Eircom Group Plc","http://www.eircom.ie/","5466","Open","195.66.224.79","2001:7f8:4::155a:1","0ca4.02a4.115f","Telehouse North","edge3-thn xe-4/2/2","10G","10000","Regular","No","London Juniper","full"
"Eircom Group Plc","http://www.eircom.ie/","5466","Open","195.66.224.79","2001:7f8:4::155a:1","0ca4.02a4.115f","Telehouse North","edge3-thn xe-2/1/2","10G","10000","Regular","No","London Juniper","full"
"Eircom Group Plc","http://www.eircom.ie/","5466","Open","195.66.236.79","2001:7f8:4:1::155a:1","0ca4.02a4.4d5f","Telehouse West","switch47 24","10G","10000","Regular","No","London Extreme","full"
"Eircom Group Plc","http://www.eircom.ie/","5466","Open","195.66.236.79","2001:7f8:4:1::155a:1","0ca4.02a4.4d5f","Telehouse West","switch47 33","10G","10000","Regular","No","London Extreme","full"
"Eircom Group Plc","http://www.eircom.ie/","5466","Open","195.66.224.79","2001:7f8:4::155a:1","0ca4.02a4.115f","Telehouse North","edge3-thn xe-3/3/2","10G","10000","Regular","No","London Juniper","full"
"Electronic Communities Ltd","http://www.ecomltd.co.uk/","61337","Selective","195.66.224.150","2001:7f8:4::ef99:1","4c5e.0c25.4762","Telehouse North","edge3-thn VLAN: 102","ConneXions","1000","ConneXions","No","London Juniper","full"
"Electronic Communities Ltd","http://www.ecomltd.co.uk/","61337","Selective","195.66.236.150","2001:7f8:4:1::ef99:1","4c5e.0c25.4761","Telehouse North","switch65 VLAN: 202","ConneXions","1000","ConneXions","No","London Extreme","full"
"Elisa Oyj","http://www.eunet.fi/","6667","Selective","195.66.236.114","2001:7f8:4:1::1a0b:1","0012.1e87.047b","Telecity Harbour exchange 8 - 9","switch64 3/41","10G","10000","Regular","No","London Extreme","full"
"Elisa Oyj","http://www.eunet.fi/","6667","Selective","195.66.224.114","2001:7f8:4::1a0b:1","0012.1e87.027d","Telecity Harbour exchange 8 - 9","edge4-tch xe-3/1/5","10G","10000","Regular","No","London Juniper","full"
"Elite","http://www.elite.net.uk","29611","Open","195.66.225.78","2001:7f8:4::73ab:1","88a2.5ebc.83c0","Telehouse North","edge3-thn ge-7/0/3","1000","1000","Regular","No","London Juniper","full"
"Eloquent Technologies","http://www.eloquent-technologies.com/","201277","Open","195.66.224.94","2001:7f8:4::3:123d:1","a46c.2ad6.24c0","Telehouse North","edge3-thn ge-7/0/2","1000","1000","Regular","No","London Juniper","full"
"Eloquent Technologies","http://www.eloquent-technologies.com/","201277","Open","195.66.236.94","2001:7f8:4:1::3:123d:1","a46c.2aa5.7ec0","Telehouse North","switch33 40","1000","1000","Regular","No","London Extreme","full"
"Emerging Markets Communications, Inc.","http://www.emc-corp.net/","27822","Open","195.66.237.45","","6c20.5645.fd02","Telecity Harbour exchange 8 - 9","switch27 0/17","1000","1000","Regular","No","London Extreme","full"
"Emerging Markets Communications, Inc.","http://www.emc-corp.net/","27822","Open","195.66.225.45","","6c20.5645.fc82","Telecity Harbour exchange 8 - 9","edge1-tch ge-4/2/6","1000","1000","Regular","No","London Juniper","full"
"Emirates Integrated Telecommunication","http://www.du.ae/","15802","Open","195.66.237.104","","7cad.740a.a803","Telehouse West","switch49 48","10G","10000","Regular","No","London Extreme","full"
"Emirates Integrated Telecommunication","http://www.du.ae/","15802","Open","195.66.225.104","","7cad.740a.eb2a","Telehouse North","edge4-thn xe-3/2/3","10G","10000","Regular","No","London Juniper","full"
